,query_vector
rajki,0.0
quizz,0.0
typev,0.0
speci,0.0
rang,0.0
across,0.0
contin,0.0
escap,0.0
vision,0.0
color,0.0
bright,0.0
adult,0.0
inch,0.0
evolutionari,0.0
ancestor,0.0
skin,0.0
forti,0.0
tremend,0.0
capabl,0.0
insect,0.0
primari,0.0
fast,0.0
run,0.0
water,0.0
mile,0.0
km,0.0
respons,0.0
environ,0.0
white,0.0
monro,0.0
washington,0.0
glass,0.0
foot,0.0
leg,0.0
oppos,0.0
rate,0.0
bird,0.0
heat,0.0
rais,0.0
maintain,0.0
anim,0.0
sens,0.0
gather,0.0
deliv,0.0
captur,0.0
enlarg,0.0
territori,0.0
vocal,0.0
mate,0.0
display,0.0
assum,0.0
aliv,0.0
superfici,0.0
solid,0.0
box,0.0
eye,0.0
rise,0.0
hole,0.0
room,0.0
muscl,0.0
spite,0.0
elimin,0.0
lower,0.0
exot,0.0
human,0.0
largest,0.0
pose,0.0
threat,0.0
attack,0.0
pain,0.0
power,0.0
chief,0.0
art,0.0
museum,0.0
york,0.0
legend,0.0
indian,0.0
rope,0.0
wall,0.0
battl,0.0
america,0.0
africa,0.0
tribe,0.0
vol,0.0
minnesota,0.0
editor,0.0
caught,0.0
meat,0.0
smith,0.0
cast,0.0
said,0.0
pp,0.0
fauna,0.0
british,0.0
london,0.0
red,0.0
fight,0.0
eat,0.0
tree,0.0
horn,0.0
wood,0.0
blind,0.0
plate,0.0
woodrow,0.0
wilson,0.0
thoma,0.0
decemb,0.0
presid,0.0
presbyterian,0.0
intellectu,0.0
progress,0.0
serv,0.0
reform,0.0
governor,0.0
theodor,0.0
roosevelt,0.0
william,0.0
howard,0.0
taft,0.0
republican,0.0
vote,0.0
elect,0.0
democrat,0.0
prove,0.0
success,0.0
pass,0.0
legisl,0.0
feder,0.0
commiss,0.0
antitrust,0.0
tariff,0.0
farm,0.0
center,0.0
tri,0.0
germani,0.0
submarin,0.0
warfar,0.0
ask,0.0
primarili,0.0
militari,0.0
establish,0.0
draft,0.0
incom,0.0
board,0.0
promot,0.0
labor,0.0
supervis,0.0
food,0.0
railroad,0.0
anti,0.0
paid,0.0
affair,0.0
provid,0.0
suppli,0.0
alli,0.0
victori,0.0
late,0.0
stage,0.0
negoti,0.0
went,0.0
leagu,0.0
treati,0.0
debilit,0.0
saw,0.0
strike,0.0
race,0.0
prosper,0.0
refus,0.0
compromis,0.0
chanc,0.0
ratif,0.0
join,0.0
arena,0.0
polici,0.0
model,0.0
virginia,0.0
dr,0.0
grandpar,0.0
ireland,0.0
parent,0.0
father,0.0
newspap,0.0
uncl,0.0
move,0.0
defend,0.0
own,0.0
wound,0.0
church,0.0
confeder,0.0
armi,0.0
split,0.0
perman,0.0
assembl,0.0
childhood,0.0
georgia,0.0
minist,0.0
compens,0.0
road,0.0
columbia,0.0
theolog,0.0
colleg,0.0
begin,0.0
club,0.0
societi,0.0
health,0.0
dictat,0.0
phi,0.0
kappa,0.0
fratern,0.0
daughter,0.0
think,0.0
realli,0.0
tension,0.0
regularli,0.0
district,0.0
britain,0.0
winter,0.0
secret,0.0
servic,0.0
paint,0.0
hit,0.0
detail,0.0
medic,0.0
januari,0.0
decid,0.0
edward,0.0
invit,0.0
partner,0.0
octob,0.0
judg,0.0
georg,0.0
examin,0.0
thesi,0.0
congression,0.0
citi,0.0
lawyer,0.0
discov,0.0
simultan,0.0
prepar,0.0
decad,0.0
civil,0.0
suprem,0.0
corrupt,0.0
rampant,0.0
wrong,0.0
walter,0.0
admir,0.0
visit,0.0
best,0.0
grover,0.0
cleveland,0.0
emerg,0.0
critic,0.0
claim,0.0
voter,0.0
account,0.0
stand,0.0
lord,0.0
exercis,0.0
finish,0.0
faith,0.0
restor,0.0
jen,0.0
bryan,0.0
ticket,0.0
presidenti,0.0
candid,0.0
parti,0.0
gold,0.0
david,0.0
declin,0.0
experienc,0.0
vigor,0.0
mckinley,0.0
longer,0.0
thought,0.0
hope,0.0
leader,0.0
prime,0.0
line,0.0
republ,0.0
team,0.0
women,0.0
evan,0.0
hugh,0.0
entitl,0.0
weekli,0.0
june,0.0
everi,0.0
lesson,0.0
bare,0.0
sought,0.0
build,0.0
engin,0.0
men,0.0
select,0.0
teacher,0.0
field,0.0
educ,0.0
depart,0.0
student,0.0
met,0.0
seriou,0.0
told,0.0
boy,0.0
attempt,0.0
social,0.0
evil,0.0
andrew,0.0
former,0.0
propos,0.0
cover,0.0
resign,0.0
senat,0.0
ignor,0.0
month,0.0
worker,0.0
richard,0.0
harper,0.0
denounc,0.0
oppon,0.0
chose,0.0
campaign,0.0
ambassador,0.0
financ,0.0
mayor,0.0
bank,0.0
henri,0.0
sr,0.0
marshal,0.0
ran,0.0
incumb,0.0
broke,0.0
bitterli,0.0
contest,0.0
jame,0.0
die,0.0
week,0.0
novemb,0.0
elector,0.0
implement,0.0
pledg,0.0
currenc,0.0
wife,0.0
diseas,0.0
edith,0.0
arthur,0.0
ed,0.0
secur,0.0
passag,0.0
design,0.0
conserv,0.0
nelson,0.0
aldrich,0.0
wing,0.0
street,0.0
money,0.0
appoint,0.0
approv,0.0
convinc,0.0
fit,0.0
demand,0.0
key,0.0
factor,0.0
win,0.0
congressman,0.0
doom,0.0
opposit,0.0
branch,0.0
domin,0.0
view,0.0
manufactur,0.0
insist,0.0
market,0.0
flag,0.0
obtain,0.0
plant,0.0
condit,0.0
merchant,0.0
seri,0.0
program,0.0
target,0.0
farmer,0.0
bill,0.0
summer,0.0
shut,0.0
bring,0.0
manag,0.0
togeth,0.0
septemb,0.0
avoid,0.0
hour,0.0
reelect,0.0
trust,0.0
cartoon,0.0
lawsuit,0.0
tradit,0.0
predecessor,0.0
approach,0.0
encourag,0.0
push,0.0
illeg,0.0
price,0.0
forbid,0.0
corpor,0.0
violat,0.0
dramat,0.0
magna,0.0
cut,0.0
europ,0.0
offer,0.0
serious,0.0
strongli,0.0
peac,0.0
argu,0.0
secretari,0.0
carri,0.0
right,0.0
forc,0.0
mine,0.0
harbor,0.0
directli,0.0
kept,0.0
us,0.0
firm,0.0
promis,0.0
toler,0.0
defeat,0.0
comment,0.0
hold,0.0
friend,0.0
commit,0.0
fear,0.0
hampshir,0.0
teddi,0.0
eugen,0.0
deb,0.0
next,0.0
fellow,0.0
clinton,0.0
resum,0.0
telegram,0.0
franc,0.0
associ,0.0
command,0.0
strategi,0.0
break,0.0
real,0.0
meant,0.0
basi,0.0
socialist,0.0
wors,0.0
assassin,0.0
radic,0.0
background,0.0
consum,0.0
soar,0.0
appeal,0.0
buy,0.0
fill,0.0
conduct,0.0
express,0.0
domest,0.0
colonel,0.0
assur,0.0
return,0.0
dissolv,0.0
access,0.0
enforc,0.0
naval,0.0
interven,0.0
cuba,0.0
panama,0.0
troop,0.0
nicaragua,0.0
aid,0.0
arm,0.0
assist,0.0
railway,0.0
port,0.0
engag,0.0
lay,0.0
foundat,0.0
dislik,0.0
legaci,0.0
confer,0.0
formerli,0.0
goal,0.0
award,0.0
nobel,0.0
prize,0.0
cabot,0.0
lodg,0.0
agre,0.0
disagr,0.0
biggest,0.0
deepli,0.0
purchas,0.0
steel,0.0
meatpack,0.0
chicago,0.0
violenc,0.0
agit,0.0
taken,0.0
specul,0.0
desir,0.0
jewish,0.0
river,0.0
east,0.0
banner,0.0
mr,0.0
woman,0.0
noth,0.0
tour,0.0
undertook,0.0
coven,0.0
walk,0.0
cabinet,0.0
visitor,0.0
deleg,0.0
staff,0.0
schedul,0.0
confid,0.0
justic,0.0
portrait,0.0
remark,0.0
kennedi,0.0
embrac,0.0
anyth,0.0
vital,0.0
know,0.0
atlant,0.0
march,0.0
birth,0.0
racial,0.0
fire,0.0
charg,0.0
issn,0.0
fulltext,0.0
humili,0.0
african,0.0
succeed,0.0
rescind,0.0
regret,0.0
onlin,0.0
miller,0.0
block,0.0
morri,0.0
texa,0.0
sword,0.0
harsh,0.0
loyalti,0.0
alongsid,0.0
blame,0.0
hyphen,0.0
rhetor,0.0
co,0.0
row,0.0
keith,0.0
theater,0.0
buri,0.0
memori,0.0
abraham,0.0
lincoln,0.0
robert,0.0
lee,0.0
johnson,0.0
doctor,0.0
degre,0.0
biograph,0.0
pictur,0.0
oscar,0.0
altern,0.0
alleg,0.0
motion,0.0
settl,0.0
pulitz,0.0
philippin,0.0
australia,0.0
flourish,0.0
fought,0.0
explor,0.0
challeng,0.0
stabil,0.0
vast,0.0
wilder,0.0
greek,0.0
earl,0.0
richardson,0.0
popularli,0.0
circl,0.0
scholar,0.0
per,0.0
voyag,0.0
master,0.0
drew,0.0
monument,0.0
stretch,0.0
portugues,0.0
francisco,0.0
local,0.0
thirti,0.0
divis,0.0
wwii,0.0
japan,0.0
struggl,0.0
counter,0.0
archiv,0.0
invest,0.0
crisi,0.0
condemn,0.0
slow,0.0
settlement,0.0
execut,0.0
maximum,0.0
chapter,0.0
inaugur,0.0
broad,0.0
intervent,0.0
summit,0.0
site,0.0
report,0.0
recognit,0.0
provis,0.0
version,0.0
behalf,0.0
scatter,0.0
squar,0.0
averag,0.0
mount,0.0
pacif,0.0
tropic,0.0
season,0.0
annual,0.0
mountain,0.0
geographi,0.0
flora,0.0
wealth,0.0
eleph,0.0
forest,0.0
habit,0.0
uniqu,0.0
bed,0.0
naturalist,0.0
alfr,0.0
deep,0.0
increasingli,0.0
environment,0.0
urban,0.0
traffic,0.0
wast,0.0
buffalo,0.0
dollar,0.0
coffe,0.0
equip,0.0
attract,0.0
drop,0.0
recoveri,0.0
grow,0.0
stipul,0.0
christian,0.0
belief,0.0
premier,0.0
bull,0.0
martial,0.0
releas,0.0
figur,0.0
politician,0.0
compet,0.0
station,0.0
usag,0.0
wind,0.0
player,0.0
prehistor,0.0
excav,0.0
bear,0.0
top,0.0
mention,0.0
pan,0.0
literari,0.0
greatli,0.0
stream,0.0
excit,0.0
polic,0.0
els,0.0
window,0.0
difficult,0.0
multipl,0.0
energi,0.0
joint,0.0
profession,0.0
silver,0.0
test,0.0
thick,0.0
blow,0.0
fan,0.0
conform,0.0
step,0.0
occasion,0.0
photograph,0.0
artist,0.0
god,0.0
fix,0.0
connect,0.0
song,0.0
frederick,0.0
hart,0.0
inc,0.0
son,0.0
newton,0.0
exam,0.0
devot,0.0
forum,0.0
video,0.0
com,0.0
spanish,0.0
navig,0.0
search,0.0
photo,0.0
document,0.0
brief,0.0
magazin,0.0
minut,0.0
train,0.0
bicycl,0.0
facil,0.0
wave,0.0
renov,0.0
stori,0.0
alreadi,0.0
grown,0.0
estat,0.0
ny,0.0
parker,0.0
famous,0.0
useless,0.0
shoot,0.0
passeng,0.0
hall,0.0
municip,0.0
fall,0.0
insid,0.0
mansion,0.0
detach,0.0
height,0.0
southwest,0.0
incid,0.0
elabor,0.0
path,0.0
broken,0.0
abroad,0.0
hotel,0.0
ambiti,0.0
focu,0.0
creation,0.0
canal,0.0
park,0.0
event,0.0
antiqu,0.0
cemeteri,0.0
quiet,0.0
poor,0.0
upcom,0.0
interior,0.0
televis,0.0
prais,0.0
archaeolog,0.0
carl,0.0
store,0.0
patricia,0.0
hospit,0.0
sculptor,0.0
theatr,0.0
auditorium,0.0
chosen,0.0
mighti,0.0
lot,0.0
hero,0.0
speed,0.0
ride,0.0
beauti,0.0
game,0.0
dine,0.0
movi,0.0
camp,0.0
studio,0.0
talent,0.0
fair,0.0
brand,0.0
newli,0.0
holiday,0.0
boat,0.0
guest,0.0
parad,0.0
ahead,0.0
valley,0.0
renown,0.0
cruis,0.0
fifth,0.0
effici,0.0
fare,0.0
zone,0.0
trip,0.0
recept,0.0
wish,0.0
cent,0.0
imag,0.0
tower,0.0
survey,0.0
singer,0.0
san,0.0
oversea,0.0
adapt,0.0
sixth,0.0
expans,0.0
conquest,0.0
delta,0.0
prestig,0.0
poet,0.0
shirt,0.0
audio,0.0
easili,0.0
tr,0.0
brass,0.0
fewer,0.0
codifi,0.0
done,0.0
obscur,0.0
messag,0.0
log,0.0
narr,0.0
benjamin,0.0
perspect,0.0
seal,0.0
greet,0.0
lone,0.0
jackson,0.0
career,0.0
wyom,0.0
youngest,0.0
benton,0.0
laid,0.0
floor,0.0
household,0.0
stick,0.0
deni,0.0
energet,0.0
abandon,0.0
simpli,0.0
pure,0.0
grave,0.0
reput,0.0
profit,0.0
merit,0.0
inspir,0.0
owner,0.0
adam,0.0
smithsonian,0.0
moral,0.0
posthum,0.0
wealthi,0.0
firmli,0.0
reynold,0.0
troubl,0.0
tokyo,0.0
obviou,0.0
intim,0.0
got,0.0
camera,0.0
repli,0.0
job,0.0
item,0.0
ruin,0.0
bottom,0.0
settler,0.0
simplifi,0.0
lose,0.0
shorten,0.0
disapprov,0.0
decis,0.0
brazilian,0.0
advanc,0.0
abil,0.0
hepburn,0.0
martin,0.0
engrav,0.0
advoc,0.0
expedit,0.0
hang,0.0
throw,0.0
protect,0.0
friendship,0.0
scenic,0.0
contract,0.0
bay,0.0
cousin,0.0
filmmak,0.0
bandag,0.0
softli,0.0
edgar,0.0
ostens,0.0
crowd,0.0
emphas,0.0
respond,0.0
pennsylvania,0.0
heir,0.0
hartford,0.0
connecticut,0.0
alic,0.0
feb,0.0
timelin,0.0
cub,0.0
romp,0.0
guard,0.0
trap,0.0
hunt,0.0
chase,0.0
sheer,0.0
coat,0.0
congo,0.0
recov,0.0
amazon,0.0
basin,0.0
wildlif,0.0
customari,0.0
heritag,0.0
platform,0.0
poorli,0.0
rough,0.0
lion,0.0
hors,0.0
britannica,0.0
spoke,0.0
coverag,0.0
zoolog,0.0
scriptur,0.0
pull,0.0
bell,0.0
bow,0.0
profil,0.0
loudli,0.0
pioneer,0.0
pit,0.0
turk,0.0
rio,0.0
colombia,0.0
spain,0.0
orang,0.0
basebal,0.0
fiction,0.0
chronicl,0.0
santa,0.0
cri,0.0
beast,0.0
archaeologist,0.0
fishermen,0.0
deputi,0.0
imperi,0.0
curb,0.0
tenur,0.0
tackl,0.0
eldest,0.0
judiciari,0.0
regim,0.0
juan,0.0
drug,0.0
penalti,0.0
acr,0.0
rain,0.0
christma,0.0
rival,0.0
deploy,0.0
commission,0.0
launch,0.0
volunt,0.0
lieuten,0.0
assign,0.0
combat,0.0
aircraft,0.0
injuri,0.0
mission,0.0
relief,0.0
tank,0.0
attribut,0.0
pursu,0.0
recruit,0.0
upgrad,0.0
phase,0.0
oyster,0.0
aggress,0.0
digit,0.0
ownership,0.0
tenni,0.0
outdoor,0.0
sail,0.0
polo,0.0
squad,0.0
championship,0.0
bid,0.0
maxwel,0.0
carrier,0.0
label,0.0
antonio,0.0
brace,0.0
devic,0.0
wed,0.0
magnet,0.0
wear,0.0
timber,0.0
forward,0.0
bind,0.0
strength,0.0
instal,0.0
gentl,0.0
overal,0.0
send,0.0
hardwar,0.0
travers,0.0
rose,0.0
knife,0.0
harrison,0.0
brian,0.0
credit,0.0
passion,0.0
fascin,0.0
dip,0.0
danger,0.0
medal,0.0
jr,0.0
jefferson,0.0
massachusett,0.0
faction,0.0
avert,0.0
birthplac,0.0
julian,0.0
harvard,0.0
sixteen,0.0
putnam,0.0
zeal,0.0
civilian,0.0
mccullough,0.0
trial,0.0
leonard,0.0
systemat,0.0
urg,0.0
rememb,0.0
deliber,0.0
tire,0.0
foremost,0.0
mississippi,0.0
florida,0.0
littlefield,0.0
buren,0.0
nicknam,0.0
silenc,0.0
nomine,0.0
complain,0.0
crush,0.0
worri,0.0
bribe,0.0
uss,0.0
alien,0.0
extraordinari,0.0
distrust,0.0
rush,0.0
ador,0.0
delight,0.0
sympathi,0.0
doctrin,0.0
ralph,0.0
winner,0.0
annot,0.0
kg,0.0
risk,0.0
excerpt,0.0
biolog,0.0
pound,0.0
yellow,0.0
wild,0.0
baker,0.0
salt,0.0
quick,0.0
induct,0.0
blood,0.0
nineteen,0.0
siberia,0.0
geolog,0.0
dead,0.0
uncertain,0.0
defici,0.0
tissu,0.0
delay,0.0
ashor,0.0
hunter,0.0
asid,0.0
eloqu,0.0
mankind,0.0
sudan,0.0
lebanon,0.0
morocco,0.0
desk,0.0
ba,0.0
dual,0.0
masculin,0.0
gash,0.0
podcast,0.0
youtub,0.0
cylind,0.0
regiment,0.0
infantri,0.0
pace,0.0
beat,0.0
tom,0.0
watt,0.0
iron,0.0
matthew,0.0
cannon,0.0
proud,0.0
carnegi,0.0
enthusiast,0.0
conversationalist,0.0
bargain,0.0
locomot,0.0
coal,0.0
accomplish,0.0
landmark,0.0
augustin,0.0
bourbon,0.0
fever,0.0
masonri,0.0
penetr,0.0
screen,0.0
ray,0.0
sketch,0.0
pigeon,0.0
sister,0.0
echo,0.0
sarah,0.0
lifelong,0.0
honeymoon,0.0
outlaw,0.0
simon,0.0
funer,0.0
cowardic,0.0
activist,0.0
loyal,0.0
honesti,0.0
dare,0.0
praeger,0.0
strau,0.0
tender,0.0
lung,0.0
reportedli,0.0
trumpet,0.0
endur,0.0
youngster,0.0
clifford,0.0
cherri,0.0
startl,0.0
exemplifi,0.0
missouri,0.0
obey,0.0
negat,0.0
michigan,0.0
hide,0.0
herd,0.0
kenya,0.0
specimen,0.0
wipe,0.0
bred,0.0
chestnut,0.0
safari,0.0
sierra,0.0
leon,0.0
sickli,0.0
outspoken,0.0
autobiographi,0.0
proclam,0.0
leadership,0.0
slowli,0.0
hank,0.0
cabin,0.0
frontier,0.0
elder,0.0
cash,0.0
deed,0.0
wit,0.0
shakespear,0.0
strenuou,0.0
beveridg,0.0
postmast,0.0
formid,0.0
cavalri,0.0
vermont,0.0
innoc,0.0
heroism,0.0
horseback,0.0
alton,0.0
mathew,0.0
bradi,0.0
poster,0.0
tennesse,0.0
turner,0.0
potomac,0.0
openli,0.0
landslid,0.0
idl,0.0
inact,0.0
spare,0.0
overland,0.0
telegraph,0.0
dispatch,0.0
ponder,0.0
oath,0.0
edmund,0.0
perish,0.0
will,0.0
proclaim,0.0
dakota,0.0
hay,0.0
physician,0.0
probe,0.0
bullet,0.0
pistol,0.0
savior,0.0
impel,0.0
automobil,0.0
ssbn,0.0
cvn,0.0
ss,0.0
rushmor,0.0
wisconsin,0.0
birthday,0.0
schuster,0.0
primit,0.0
mason,0.0
refug,0.0
mosquito,0.0
perenni,0.0
reed,0.0
dickinson,0.0
barbara,0.0
tolstoy,0.0
madison,0.0
vincent,0.0
bout,0.0
mental,0.0
jacket,0.0
distress,0.0
sleep,0.0
squalid,0.0
miner,0.0
hurri,0.0
inabl,0.0
tutor,0.0
kettl,0.0
matricul,0.0
cough,0.0
furnish,0.0
belgian,0.0
notifi,0.0
compel,0.0
chest,0.0
spoil,0.0
excurs,0.0
bruce,0.0
bailey,0.0
knew,0.0
payn,0.0
exposit,0.0
hampton,0.0
plaqu,0.0
selou,0.0
deadwood,0.0
livestock,0.0
fold,0.0
voraci,0.0
click,0.0
infect,0.0
taxidermi,0.0
outlook,0.0
corps,0.0
cheat,0.0
successor,0.0
grandson,0.0
sacrilegi,0.0
upset,0.0
swear,0.0
disagre,0.0
submerg,0.0
tear,0.0
retina,0.0
pursuit,0.0
tough,0.0
interst,0.0
victorian,0.0
beta,0.0
gari,0.0
aborigin,0.0
creek,0.0
halt,0.0
vista,0.0
bust,0.0
trail,0.0
thereaft,0.0
unpreced,0.0
asset,0.0
circumnavig,0.0
virgin,0.0
beaten,0.0
precursor,0.0
adventur,0.0
memor,0.0
nervou,0.0
breakdown,0.0
manhattan,0.0
collier,0.0
gun,0.0
airplan,0.0
duplic,0.0
obvers,0.0
courtesi,0.0
namesak,0.0
grandmoth,0.0
plagu,0.0
prop,0.0
chester,0.0
penni,0.0
preacher,0.0
interventionist,0.0
creator,0.0
thayer,0.0
inspect,0.0
underw,0.0
toy,0.0
sure,0.0
rebuilt,0.0
joe,0.0
stewart,0.0
mob,0.0
chain,0.0
raini,0.0
spearhead,0.0
valor,0.0
colombian,0.0
upscal,0.0
cattl,0.0
lithuanian,0.0
extraordinarili,0.0
ailment,0.0
rein,0.0
xiii,0.0
mont,0.0
muir,0.0
christoph,0.0
episcop,0.0
qualif,0.0
harsher,0.0
trademark,0.0
mt,0.0
robin,0.0
holland,0.0
reced,0.0
meaningless,0.0
overcam,0.0
xxi,0.0
nineti,0.0
pilot,0.0
hike,0.0
garner,0.0
certifi,0.0
runner,0.0
bulli,0.0
deiti,0.0
firearm,0.0
xvii,0.0
kid,0.0
savannah,0.0
blanc,0.0
shake,0.0
knock,0.0
dirt,0.0
handshak,0.0
stump,0.0
lean,0.0
competitor,0.0
spar,0.0
jungl,0.0
drunk,0.0
puerto,0.0
rico,0.0
milwauke,0.0
sphere,0.0
makeshift,0.0
random,0.0
laugh,0.0
ineffect,0.0
alpha,0.0
eleanor,0.0
holm,0.0
chariti,0.0
gild,0.0
historiographi,0.0
mayb,0.0
spawn,0.0
maiden,0.0
nicaraguan,0.0
curs,0.0
feroci,0.0
feat,0.0
hippopotamus,0.0
devour,0.0
nile,0.0
conservationist,0.0
scout,0.0
alabama,0.0
bestsel,0.0
filipino,0.0
linger,0.0
sweep,0.0
bolster,0.0
rick,0.0
brows,0.0
ranch,0.0
escort,0.0
battleship,0.0
devil,0.0
courag,0.0
toughen,0.0
gutenberg,0.0
mandat,0.0
nathan,0.0
cum,0.0
epsilon,0.0
annapoli,0.0
unwis,0.0
rebat,0.0
crew,0.0
unexpectedli,0.0
insurg,0.0
columnist,0.0
morton,0.0
acquisit,0.0
rector,0.0
gouverneur,0.0
ebsco,0.0
moos,0.0
canyon,0.0
menac,0.0
lumber,0.0
carleton,0.0
dec,0.0
hull,0.0
rider,0.0
paddler,0.0
robinson,0.0
xxii,0.0
hanna,0.0
laud,0.0
archibald,0.0
getter,0.0
cox,0.0
irvin,0.0
progressiv,0.0
ethel,0.0
brigadi,0.0
charismat,0.0
outright,0.0
rhino,0.0
booker,0.0
stuf,0.0
cement,0.0
icc,0.0
cowboy,0.0
persona,0.0
mispronounc,0.0
rosavelt,0.0
businessmen,0.0
monopolist,0.0
buster,0.0
outdoorsman,0.0
bias,0.0
anoint,0.0
russo,0.0
controversialist,0.0
showman,0.0
idol,0.0
brownston,0.0
gramerci,0.0
mitti,0.0
bulloch,0.0
bami,0.0
elliott,0.0
corinn,0.0
alsop,0.0
thee,0.0
philanthropist,0.0
dunwoodi,0.0
procur,0.0
midshipman,0.0
raider,0.0
css,0.0
pringl,0.0
asthmat,0.0
slouch,0.0
hyperact,0.0
mischiev,0.0
rudiment,0.0
rosco,0.0
bartlebi,0.0
unselfish,0.0
cruelti,0.0
untruth,0.0
teedi,0.0
hathaway,0.0
drawback,0.0
keeli,0.0
uneven,0.0
redoubl,0.0
ornithologist,0.0
smartest,0.0
multitask,0.0
memoranda,0.0
sportsmanship,0.0
assemblyman,0.0
mugwump,0.0
stalwart,0.0
blain,0.0
undiagnos,0.0
typhoid,0.0
badland,0.0
rifl,0.0
tiffani,0.0
boomtown,0.0
medora,0.0
sheriff,0.0
stole,0.0
foreman,0.0
thiev,0.0
awak,0.0
dime,0.0
relentless,0.0
seth,0.0
bullock,0.0
sagamor,0.0
sweetheart,0.0
kermit,0.0
carow,0.0
archi,0.0
quentin,0.0
childless,0.0
unmarri,0.0
broadsid,0.0
hastili,0.0
savag,0.0
savageri,0.0
darwin,0.0
boer,0.0
zulu,0.0
cossack,0.0
tartar,0.0
maori,0.0
horribl,0.0
incalcul,0.0
teuton,0.0
moslem,0.0
hidatsa,0.0
desegreg,0.0
indianola,0.0
minni,0.0
midwest,0.0
spoilsmen,0.0
nypd,0.0
unimpeach,0.0
disciplinari,0.0
meritori,0.0
hostelri,0.0
ivi,0.0
monik,0.0
customarili,0.0
lazio,0.0
simm,0.0
adjut,0.0
sergeant,0.0
soot,0.0
platt,0.0
unev,0.0
czolgosz,0.0
zol,0.0
marci,0.0
stagecoach,0.0
ansley,0.0
wilcox,0.0
dread,0.0
nashvil,0.0
minu,0.0
unceremoni,0.0
lament,0.0
damn,0.0
anthracit,0.0
clamor,0.0
uproar,0.0
upton,0.0
sinclair,0.0
sanitari,0.0
unsanitari,0.0
undercut,0.0
blum,0.0
militarist,0.0
millard,0.0
fillmor,0.0
gifford,0.0
pinchot,0.0
pelican,0.0
yosemit,0.0
nascent,0.0
renehan,0.0
tweed,0.0
constru,0.0
lacey,0.0
hewett,0.0
conservation,0.0
relent,0.0
gorga,0.0
hoc,0.0
shovel,0.0
inadequaci,0.0
corollari,0.0
pauncefot,0.0
freighter,0.0
problemat,0.0
balk,0.0
panamanian,0.0
malaria,0.0
turret,0.0
squadron,0.0
scrollwork,0.0
yokahama,0.0
triumphant,0.0
countrymen,0.0
uninspir,0.0
brenner,0.0
medalist,0.0
hanson,0.0
ira,0.0
alex,0.0
messner,0.0
limitless,0.0
wryli,0.0
ghost,0.0
chaucer,0.0
moan,0.0
printer,0.0
thanksgiv,0.0
annoy,0.0
brander,0.0
remonstr,0.0
undignifi,0.0
thru,0.0
discomfitur,0.0
bot,0.0
chug,0.0
ostentati,0.0
stationeri,0.0
neckti,0.0
centenni,0.0
offhand,0.0
mississipi,0.0
sargent,0.0
mombasa,0.0
khartoum,0.0
adroit,0.0
boldli,0.0
loeb,0.0
lafollett,0.0
bossism,0.0
balling,0.0
swept,0.0
preferenti,0.0
caucus,0.0
rowman,0.0
armageddon,0.0
eyeglass,0.0
saloonkeep,0.0
schrank,0.0
anatomist,0.0
seep,0.0
pleura,0.0
zahm,0.0
rondon,0.0
fiala,0.0
ndido,0.0
headwat,0.0
duvida,0.0
madiera,0.0
thenc,0.0
teodoro,0.0
joao,0.0
lyra,0.0
cajazeira,0.0
camarada,0.0
helmet,0.0
amazonian,0.0
deliri,0.0
fatigu,0.0
flareup,0.0
inflamm,0.0
xxiii,0.0
unchart,0.0
triumphantli,0.0
angrili,0.0
unpatriot,0.0
juggl,0.0
cramer,0.0
impetu,0.0
jingoism,0.0
larson,0.0
coronari,0.0
embol,0.0
harcourt,0.0
ted,0.0
freemason,0.0
matinecock,0.0
jujutsu,0.0
skinni,0.0
shaw,0.0
singlestick,0.0
amberg,0.0
burton,0.0
gallantri,0.0
normandi,0.0
tra,0.0
imperialist,0.0
uncivil,0.0
mediaev,0.0
pundit,0.0
br,0.0
mccain,0.0
autobiograph,0.0
biden,0.0
isra,0.0
ehud,0.0
olmert,0.0
canto,0.0
vida,0.0
esperanza,0.0
roosvelt,0.0
sequel,0.0
berryman,0.0
miliu,0.0
bereng,0.0
gag,0.0
harbaugh,0.0
morison,0.0
elt,0.0
chandler,0.0
chace,0.0
fehn,0.0
gluck,0.0
sherwin,0.0
keller,0.0
rex,0.0
strock,0.0
tilchin,0.0
neu,0.0
tail,0.0
skull,0.0
fuse,0.0
surfac,0.0
colour,0.0
subtl,0.0
mechan,0.0
surround,0.0
half,0.0
roof,0.0
mouth,0.0
gestur,0.0
visibl,0.0
reveal,0.0
particular,0.0
innov,0.0
light,0.0
monster,0.0
worship,0.0
spirit,0.0
attach,0.0
excel,0.0
oil,0.0
franci,0.0
rock,0.0
fourteen,0.0
pari,0.0
empir,0.0
destroy,0.0
spent,0.0
unabl,0.0
fli,0.0
competit,0.0
occupi,0.0
imposs,0.0
committe,0.0
none,0.0
fundament,0.0
influenti,0.0
beyond,0.0
gate,0.0
outlin,0.0
drawn,0.0
outstand,0.0
concentr,0.0
span,0.0
away,0.0
st,0.0
oblig,0.0
corner,0.0
techniqu,0.0
pump,0.0
get,0.0
employe,0.0
request,0.0
murder,0.0
pick,0.0
statement,0.0
opinion,0.0
enorm,0.0
turkish,0.0
ottoman,0.0
presum,0.0
driven,0.0
farmland,0.0
frank,0.0
total,0.0
least,0.0
profound,0.0
realism,0.0
owe,0.0
reproduc,0.0
hound,0.0
arrang,0.0
tell,0.0
gift,0.0
cathedr,0.0
pierc,0.0
arrow,0.0
earliest,0.0
